Ind,Plot,2.27.18,3.5.18,3.23.18,3.27.18,3.30.18,4.3.18,4.6.18,4.10.18,4.13.18,4.17.18,4.20.18,4.24.18,4.26.18,5.1.18,5.4.18,5.8.18,5.11.18,5.15.18,5.18.18,5.22.18,5.25.18,5.29.18,5.31.18,6.5.18,6.8.18,6.12.18,6.15.18,6.19.18,6.22.18,6.26.18,6.29.18,7.3.18,7.6.18,7.10.18,7.13.18,7.16.18,7.19.18,7.23.18,7.27.18,7.30.18,8.1.18,8.7.18,8.9.18,8.13.18,8.16.18,8.20.18,8.23.18,8.27.18,8.30.18,9.3.18,9.6.18,9.10.18,9.13.18,9.17.18,9.20.18,9.25.18,9.27.18,10.1.18,10.4.18,10.8.18,10.15.18,10.24.18,10.31.18,11.7.18
VIBCAS_SH_5,4,,,,,,,,15-D?,9,9,9,11,11,"51,17","51,19","51,19",51,51,57,57,57,57,61,65,67,67,69,71,73,74,77,78,79,"81,100","81,100","81,100","81,100","81,100","81,100","85,100","85,100","85,101",85,85,85,85,85,85,85,85,85,"85,92","85,92","87,92","87,92","88,92","88,92","88,93","88,93","88,93","88,93","89,94",94,98
MYRGAL_GR_8D,4,,,,,,,,,,,,9,11,11,17,19,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,101,,,,,,92,92,92,92,92,94,94,94,94,94,95,96,97,99
SPIALB_WM_7B,4,,,,",7",7,9,11,11,11,11,11,15,17,19,,19,,,,,,,55,55,57,57,62,65,67,67,68,68,67,67,67,69,71,73,73,78,78,79,81,84,"67,86","67,86","67,86","67,86","67,87","67,88","67,88","67,88","67,88","67,88","67,88","67,88","67,89",67,"67,91",91,92,94,95,96
SPITOM_WM_5E,4,,,,rep,,7,9,9,11,11,11,11,15,17,19,19,,,,,,,,,,51,51,51,55,55,59,59,62,65,67,67,69,71,71,75,75,79,81,84,86,86,86,86,88,89,89,,89,"89,90","89,90",90,90,91,91,91,92,96,96,98
AROMEL_HF_4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AROMEL_WM_5,4,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,101,,,,,,,,,,,,90,92,94,94,94,99,,
SPIALB_SH_9B,4,,,,",7",7,11,11,11,11,11,11,15,17,19,,19,,,,,,,,51,55,55,59,59,62,65,67,67,71,71,71,71,71,71,71,75,75,74,77,"69,74","67,84","67,88","67,88","67,88","88,67","67,88","67,88","67,88","67,88","67,88","67,88","67,88,90","67,88,91","67,89,92",92,93,93,95,96,97
VIBCAS_GR_10,4,,,,",15",,15-D,15-D,15-D,11,11,11,15,15,17,19,19,,,,,,,,,,,,,,,,,100,100,101,101,,,,,,,,,,,,,,,,,,,,,,,,90,90,92,93,94
BETPAP_GR_8,5,,,,",7",7,7,9,9,9,9,9,9,9,15,17,17,17,19,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"102,90",90,90,90,91,91,92,92,92,92,94,95,99
BETALL_WM_8A,5,,,,,,,7,7,9,9,9,9,9,11,17,17,19,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,101,101,102,,,,,90,90,92,93,96,96,99
BETALL_WM_9,5,,,,,,,7,7,7,7,7,9,9,9,15,17,19,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,"100,90",100,101,101,102,,90,91,94,95,97,97,98
ACEPEN_HF_12,5,,,,rep,,,,,,,,,,,,15,17,"51,17","55,17","60,17","62,17","69,17","71,19",71,72,72,,,,,,,,,,,,,,100,100,100,,,,,,,,,,,,,,,,,,,,,,
AMECAN_GR_10A,5,,,,,,,7,7,9,9,11,11,"51,11","51,15","60,19","67,19",69,71,,75,78,78,79,79,79,79,79,79,,,,100,100,100,101,,,,,,,,,,,,,,,,,90,90,91,93,94,94,94,95,95,96,97,98,99
ALNINC_GR_8A,5,,,,,,,,,,,,11,11,17,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,"100,100-m","100,100-m","100,100-m","100,100-m","100,100-m","101,100-m","101,100-m",101.100-m,"102,100-m",101-m,101-m,,,101-m,101-m,90,91,96
ALNINC_GR_8B,5,,,,,,,,7,7,9,9,11,11,17,19,19,,,,,,,,,,,,,,,,,,,,,,,,,100-m,100-m,"100-m,100","100-m,101",100-m,"100-m,101","100-m,101","101,100-m","101,100-m","101,100-m","101,100-m","101,100-m,90","101,100-m","101,100-m","101,101-m,90","102,101--m,92","101-m,90","101-m,90","101-m,90","101-m,90","101-m,91","102-m,92",93,94
ALNINC_GR_1,5,,,,,,,,7,9,9,11,11,11,17,17,19,,,,,,,,,,,,,,,,,,,,,,,,,100-m,"100-m,100","100-m,100","101,100-m",100-m,"100-m,101","100-m,101","101,100-m","101,100-m","101,100-m","101,100-m","101,100-m,90","101,100-m","101,100-m","101,100-m","102,100-m",100-m,101-m,101-m,101-m,"102-m,90",91,93,96
QUERUB_HF_9,5,,,,,,,,,9,,7,9,11,15,19,19,,,,,,,,,,,,,,,,,,,,,,,,100,100,101,,,,,,,,,,,,,,90,90,90,90,91,92,94,94,94
AMECAN_SH_4,5,,,,,,,9,9,9,9,9,11,"51,11","51,17","60,19","67,19",69,71,,73,75,77,78,79,79,79,79,79,79,87,89,89,100,100,100,100,100,101,,,,,,,,,,,,,,,,90,90,90,92,92,94,95,96,96,96,97
AMECAN_GR_10B,5,,,,,,,7,7,9,9,9,11,"51,11","51,17","65,19","67,19",69,71,,72,78,78,79,79,79,79,79,79,79,89,,87,89,100,100,100,100,101,,,,,,,,,,,,,,90,90,90,90,92,90,93,93,93,94,98,98,99
BETALL_WM_8B,5,,,,,,,,7,7,7,9,11,"51,11",11,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,101,101,102,,90,90,91,92,96,96,98
BETPAP_HF_16,5,,,,,,,,,7,9,9,11,11,17,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,101,101,"101,94","94,102",,95,95,95,95,96,96,97
QUERUB_HF_99,5,,,,,,,,,,,,9,11,9,15,17,19,,,,,,,,,,,,,,,,,,,100,100,100,100,101,,,,,,,,,,,,,,,,,,,,,91,94,95,95
ACEPEN_WM_5,5,,,,,,,7,7,9,9,9,9,11,11,17,17,19,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"100,11",100,"100,15","100,15,90",15,90,90,94,94,94,94,95,95,95,97,99
ALNINC_SH_6,5,"60-M,","67-M,","69-M,",,,,,7,7,9,9,11,15,15,19,19,,,,,,,75,76,78,78,79,79,79,79,81,"100-m,","81, 100-m","81,100-m","81,100","81,100-m","81,100-m","81,100-m","81,100-m","82,100-m","82,100-m","84,100-m","85,100-m,100","88,100-m,101","101-m,88","100-m,88,100","100-m,88,100","100-m,85,100","100-m,85,100","100-m,85,100","85,100-m,100","101,85,100-m","101,85,100-m","101,85,101-m","101,85,101-m","101,85,101-m","101,85,101-m","101-m,85,101","101-m,85,101","101-m,85,102","102-m,86","89,90",94,97
BETALL_SH_9,6,,,,,,,,,,,7,9,9,11,17,17,19,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,101,102,,,,90,90,90,90,94,94,94,94,94,95,97,97,99
BETPOP_GR_5,6,,,,,,,,,7,7,9,9,11,15,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,"100,100-m","101,100-m","101,100-m","101,100-m",101,"101,100-m",101,101,"101,90","102,93",94,95,95,95,95,96,97,99
BETPOP_GR_3,6,,,,,,,,7,9,9,11,11,11,17,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,"90,101","102,92",92,94,94,94,94,95,96,98
AMECAN_SH_4,6,,,,,,,7,7,9,9,9,11,11,17,19,19,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,101,,,,,,,,,,,90,90,93,93,93,93,94,94,94,96,97
BETPAP_GR_8,6,,,,,,,,,7,7,9,9,9,9,15,17,19,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,102,,,,90,90,92,92,94,95,95,96,96,98,99
BETPOP_HF_3A,6,,,,,,,,,7,9,9,9,11,17,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,"100,100-m","100,100-m","100,100-m","100,100-m","100,100-m","100,100-m","100,100-m",100,101,101,102,90,90,92,92,93,93,96,97,98
BETPOP_HF_3B,6,,,,,,,,,7,7,9,9,9,15,19,"65-F,19",69,,,,,,71,71,72,72,75,75,77,77,79,79,79,79,"79,100-m,100","79,100-m,100","81,100-m,100","81,100-m,100","81,100-m,100","82,100-m,100","82,100-m,100","88,100,100-m","88,100,100-m","89,100,100-m","88,100,100-m","88,100,100-m","88,100,100-m","88,100,100-m","88,100,100-m","100,100-m,88","101,100-m,88","101,100-m,88","101,100-m,88","101,100-m,88","102,101-m,88","88,101-m","88,101-m","101-m,88","101-m,88","101-m,88","101-m,88,92","102-m,89,96",96,98
ALNINC_HF_5,6,"51-M,","51-M,","69-M,",,,,,7,7,7,9,9,11,"60-F,15",17,19,,,,,,,71,72,72,72,72,72,75,75,77,78,81,81,81,"81,100-m","81,100-m","81,100-m","81,100-m","82,100-m","82,100-m","88,100,100-m","88,101,100-m","88,100-m","88,100-m","88,101,100-m","88,101,100-m","88,102,100-m","88,100-m","87,100-m","87,100-m","87,100-m,90","87,100-m","87,100-m,90","87,100-m,90","100-m,87,90","100-m,87,90","100-m,87,90","100-m,87,90","100-m,87,90","101-m,87,90","102-m,88,93","88,94",98
BETALL_SH_5,6,,,,,,,,,,,9,9,9,9,15,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,101,101,101,102,,90,92,92,93,93,96,97,99
BETPAP_HF_16A,6,,,,,7,7,7,9,9,9,11,11,11,17,19,19,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,"100,90",100,"100,90","101,90","93,101","93,101","102,94",94,94,94,94,94,97
BETPOP_HF_5,6,,,,,,,,,7,7,9,9,11,15,19,19,,,,,,,,,,,75(just one),75,,,,,,,,,,,,100,100,100,100,"100, 100-m","100,100-m","100,100-m","100,100-m","100,100-m","100,100-m","100,100-m","100,100-m","100,100-m,90","100,100-m","100,100-m","100-m,100","101,100-m","102,100-m",100-m,100-m,"100-m,90","101-m,91","102-m,94",95,97
ACEPEN_HF_12,6,,,rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETALL_SH_2,6,,,,,,,,,,,9,11,11,15,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,101,101,101,102,,,,,,90,93,94,99
ALNINC_HF_9,6,,,,,,,,,,,7,9,11,15,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,"100-m,100","101,100-m","101,100-m","101,100-m","101,100-m","101,100-m","101,100-m","101,100-m","101,100-m","101,100-m","101,100-m","102,100m",101-m,101-m,101-m,101-m,101-m,"101-m,91","102-m,93",94,98
AMECAN_SH_2,6,,,,,,,7,7,7,7,9,9,11,15,17,17,19,,,,,,,,,,,,,,,100,100,100,101,101,,,,,,,,,,,,,,,,90,90,95,96,96,96,96,98,98,98,98,99,
BETPOP_WM_7,6,,,,,,,,,,7,9,11,11,17,19,19,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,101,"102,90",90,90,90,92,92,93,94,96
BETPAP_HF_16B,6,,,,,,,,7,9,9,11,11,11,17,19,19,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,101,101,"102,92",92,93,94,94,96,99
AMECAN_GR_10,6,,,,,,,7,7,9,9,11,11,"51,11","51,15","62,19","67,19",69,71,,75,75,77,78,78,79,79,79,79,,,,100,100,100,100,100,100,100,100,101,,,,,,,,,,,,,,,90,91,91,91,92,94,95,97,99,
ACEPEN_WM_5,6,,,,rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMRAC_GR_2,7,",7",",7","51,9","51,9",dmg!,"51,11,DMG","51,11,D","51,11,D",D,"51,15-D","51,15-D","55,15",55,"55,19","57,19","64,19",67,67,69,72,75,75,78,78,79,79,82,89,89,89,,,,,"51,100","51,100","51,100","60,100","67,100","75,100","65,75,10","75,100","77,100","78,101",81,89,,,89,,89,94,"94,89","94,89","89,95",96,96,96,96,96,96,96,96,97
ACESPI_GR_8,7,,,,,,,,,,,,,,,,15,,15,17,17,17,17,17,17,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON_WM,7,,,,,damage!,9-DMG,9-D,9-D,11-D,11-D,11,15,17,17,19,19,,,,,,,,,,,,,,,,,,,,51,51,60,60,100,100,100,100,101,,,,,,,,90,90,"91,85","91,86","93,86","93,86","93,88","93,88","88,83","88,93","89,94",94,96
SORAME_GR_9C,7,,,,,,,7,7,9,9,9,9,9,9,15,17,17,19,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,101,,,,,,,90,91,91,92,93,93,93,93,93,93,98,99,
SAMRAC_GR_7A,7,",1",",1",",7",",7",dmg!,"51,11-DMG","51,11,DMG","51,11,D","51,11,D","51,15-D","51,15-D","55,15",55,"55,19","59,19","65,19",67,67,67,69,72,75,78,78,79,89,89,89,89,89,,,,,100,100,100,100,100,101,,,,,,,,,,,,92,92,94,96,96,96,96,96,96,96,96,96,97
ACESPI_GR_6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIELON_HF_1A,7,,,,",7",dmg,9-DMG,11-DMG,11-D,11-D,15-D,15,15,17,19,19,19,,,,,,,,60,62,67,69,71,71,71,73,"67,73",74,"67,74",67,65,67,67,69,72,72,79,79,"75, 100","81,100","84,100","84,101",85,85,88,88,"88,92","88,92","88,92,51","88,92","94,88","94,88","94,89","94,89,67","95,67",95,96,96,96
DIELON_GR_5A,7,,,,",7",dmg,9-DMG,9-DMG,9-D,11-D,11-D,11,15,15,17,17,17,19?,,,,,,,61,63,69,69,,,,,,,,67,67,67,67,67,71,71,71,"72,100","72,101",76,76,76,76,78,81,81,"82,90","82,90","82,90","84,90","92,86","92,86","87,92","87,92","87,92","88,94","89,94",95,96
DIELON_HF_4,7,,,,,,,,9,11-D,11-D,11,15,17,17,19,19,,19,,,,,,,,,,,,,,,59,59,61,67,69,71,71,74,74,76,76,"76, 100","74,100","74,55,100","74,61,100","74,100","74,100,67","81,100","81,100","82,100","82,101",82,84,85,85,"88,91","88,92","88,94","88,94","89,95",96,96
SORAME_SH_3,7,,,,,,,,,,,9,9,9,9,15,17,19,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,101,,,,,,,,,,,,92,92,92,93,95,95,96,96,98,99,,,
SORAME_GR_9D,7,,,,,7,7,7,7,9,X,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,101,,,,,,,90,90,92,92,94,94,94,94,99,,,,
DIELON_HF_3,7,,,,,,7,9-D,9-D,9-D,11-D,11,15,15,19,,19,,,,,,,,62,67,67,67,67,71,67-71,71,71,75,76,77,"67,77","67,79","67,79","67,79",74,74,76,"78,100","76,100","71,87,100","87,100","87,101",87,87,88,88,88,88,88,88,88,89,"89,90",90,91,93,93,93,95
DIELON_GR_5B,7,,,,",7",7,7,9-D,11-D,11-D,11,11,15,17,19,,19,,,,,,,,,63,67,69,71,72,67-71,71,"67,71",72,"67,72","67,72","65,72",75,"67,75","67,74",74,74,78,"79,100","77,100","79,100","82,100","84,101",87,87,88,88,"88,90","88,90","88,90","88,91","89,91","89,91","89,92",92,94,94,94,94,96
SORAME_GR_9A,7,,,,,,7,9,9,9,9,11,11,11,11,17,17,19,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,101,,,,,,,,,,90,90,90,92,92,93,94,94,94,97,99,,
DIELON_SH_4,7,,,,,,,,,,9,9,11,15,17,19,19,,,,,,,,63,65,67,67,67,69,67,69,"67,71",71,"67,71","67,71","67,71","67,74","67,75","67,75",75,75,78,79,"79,100","81,100","81,100","84,101",84,85,85,85,85,85,"85,90","85,90","87,90","87,90","88,90","88,90","88,92","88,92","89,93",93,95
DIELON_GR_5C,7,,,,,,,,,,9,9,11,15,17,19,19,,,,,,,,,,,,,,,72,"67,72",72,72,73,"67,73",73,74,75,78,78,79,79,"77,100","79,100","79,10","81,100","82,100","84,100","87,100","87,100","87,100,90","87,100,90","87,100,92","87,93,101","93,88,102","93,88","88,93","88,93",88.93,"88,93","89,94",94,95
DIELON_HF_2,7,,,,,,,,,,,9,11,15,X,,19,,,,,,,62,65,67,67,67,67,69,67,69,"67,71",73,73,73,73,74,76,77,"67,78","55,78","65,79","67,79","69,79,100","69,82,100","82,100","82,100","67,84,100","84,100","85,101",85,"85,92","85,92","85,92","86,92","94,87","94,87","88,94","88,94","88,95","88,95","89,96",96,96
DIELON_HF_1B,7,,,,",7",7,9,9-D,11-D,11-D,11-D,11,11,15,19,,19,,,,,,,,61,63,67,69,67,69,67,71,71,74,"67,74","67,74","67,74",74,,,75,75,78,78,"69,79,100","69,81,100","81,100","84,101","85,100","85,100,67","71,86,100","86,100","86,100","86,100,67","86,100,67","67,86,101","86,102",86,"86,91","87,91","87,92","88,92","89,93",93,95
ACESPI_GR_4,7,,,,,,,7,7,9,9,9,9,11,15,19,19,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"101,94",94,94,94,94,94,96,99,
SORAME_GR_9B,7,,,,,7,7,7,7,9,9,11,11,11,11,17,17,19,,,51,55,57,61,65,67,69,71,74,78,78,79,"79,100","79, 100","79,100","79,100","81,100","81,100","81,100","81,10","82,100","82,100","82,100","82,100","85,101",85,85,85,85,86,86,87,87,87,87,88,88,88,89,"89,91",91,92,93,96,99
ACESPI_SH_2,7,,,,,,,7,7,7,,9,9,9,9,15,15,17,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMRAC_GR_7B,7,",1",",1",",1",",1",dmg,9=DMG,9-D,9-D,11-D,11-D,11,"55,15",55,"55,17","59,19","63,19",67,67,67,69,72,75,77,77,79,79,79,89,89,89,,,,,100,100,100,100,100,100,100,100,101,,,,,,,,,94,94,94,94,95,95,95,95,95,96,96,96,99
ACESPI_WM_1,7,,,,,,,7,7,9,9,11,11,15,17,19,19,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,"101,93",93,94,94,96,96,96,99,
SAMRAC_GR_4,7,",1",",1",",1",",7",dmg,9-DMG,11-DMG,11-D,"51.11,D","51,15-D","51,15","55,15",55,"55,19","60,19","65,19",67,67,67,69,75,77,78,78,79,79,79,89,89,89,,,,,100,100,100,100,100,100,100,100,101,,,,,,,,,92,92,92,93,94,94,95,96,96,96,96,96,99
SAMRAC_GR_9,7,",9",",9","51,11","51,11",dmg,"51,11-DMG","51,11,D","51,15-D","51,15,D","51,15-D","51,15","55,15",55,"55,15","59,19","65,19",67,69,,72,75,77,78,78,79,79,89,89,89,89,,,,,100,100,100,100,100,100,100,100,101,,,,,,,,,90,90,92,93,94,94,95,95,95,96,96,96,98
VIBCAS_SH_1A,8,,,,",15",,,9-D,15,11,11,11,15,15,19,,19,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,101,,,,,,,.,,,,,,,,,,,92,93,94
AROMEL_HF_4,8,,,,,7,7,7,9,9,9,11,"51,11","51,11","51,15","55,19","51,19",55,65,67,67,69,72,78,78,78,78,78,78,79,79,79,79,79,79,"79,100","79,100","79,100","81,100","81,100","81,101","81,101",81,81,82,82,82,82,83,87,87,87,88,88,88,89,89,89,"89,90","89,90",92,93,96,96,99
VIBCAS_SH_5A,8,,,,,,,,,,,9,11,11,"51,17","55,19","55,19",55,55,55,55,55,57,65,65,67,59,69,71,72,74,77,77,"79, 100","79,100","79,100","79,100","79,100","79,100","79,100","81,100","81,100","81,101",81,83,83,83,85,85,86,86,86,87,87,89,89,89,89,89,,91,92,94,95,99
MYRGAL_WM_6A,8,,,,,61-M,61-M,69-M,,,69-M,,11,15,17,19,19,,,,,,,,,,,,,,,,,,100,100,100,100,100,"100,100-m","101,100-m",101-m,,,,,,,,,,92,94,94,94,94,95,95,96,96,96,97,97,97,98
VIBCAS_WM_4,8,,,,,,,,,,,,9,11,17,19,"51,19",55,55,,55,55,60,67,69,71,71,71,71,71,71,74,75,"77, 100","77,100","77,100","78,100","78,100","79,100","79,100","81,101",81,81,81,81,82,82,84,87,87,87,89,,,,,,,,,90,90,93,94,99
MYRGAL_SH_1,8,,,,,61-M,63-M,65-M,67-M,69-M,69-M,,9,11,17,19,19,,,,,,,,,,,,,,,,,,100,100,100,101,"101,101-m",,,,,,,,,,,,,,92,92,92,93,94,94,94,94,94,94,94,95,98
VIBCAS_SH_5B,8,,,,,,,,15-D,11,11,11,15,15,17,19,19,,,,,,,,,,,,,,,,,100,100,101,,100,100,100,101,,,,,,,,,,,,,,,,,,,,90,91,95,95,98
AROMEL_HF_10,8,,,,,7,7,9,9,9,9,11,"51,11","51,11","51,17","55,19","55,19",55,65,67,67,69,72,75,76,76,77,77,77,79,79,79,79,79,"79,100","79,100","79,100","79,100","81,100","81,100","82,100","82,100","82,100","83,100","83,101",84,84,84,85,85,86,87,87,88,88,89,89,89,89,"89,91",91,93,95,95,98
AROMEL_WM_7,8,,,,,,7,9,9,9,11,11,15,15,"51,17","55,19","55,19",55,65,67,67,67,69,72,74,75,76,76,77,79,79,79,79,79,"79,100","79,100","79,100","79,100","87,100","89,100","89,101",89,88,88,89,89,89,,,89,,89,89,89,"89,91","89,92",93,93,94,95,96,96,98,98,99
SPIALB_WM_7A,8,,,,,7,9,11,11,11,11,15,15,15,19,19,19,,,,,,,51,51,55,55,59,61,65,67,67,67,71,"67,71",71,71,71,73,73,77,77,81,85,85,85,85,85,85,87,87,"88,67","67,88","67,88","67,88","67,88",89,89,94,94,94,94,94,97,97
VIBCAS_GR_12A,8,,,",15",",15",,15,9,9,9,11,11,15,15,17,19,19,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,101,,,,,,,,,,,,,,,,,,,,,90,94,95,98
SPITOM02_GR_A,,,,,,,,,9,11,11,11,15,15,17,17,17,17,19,,,,,,,51,51,51,51,55,55,59,59,64,67,69,71,71,71,71,74,74,78,79,"69,79","69,81","67,81","67,81",81,82,84,85,88,88,88,"88,90","89,90",89,90,92,93,94,94,98,98
SPITOM_GR_2B,8,,,,,,,9,9,11,11,11,15,15,17,17,17,19,,,,,,,,,51,55,55,55,55,57,59,65,67,67,67,67,71,71,74,74,78,79,"69,79",77,81,82,83,83,84,85,86,86,86,"87,90","88,90",88,89,91,93,94,94,97,98
SPITOM_WM_4A,8,,,,,,9,11,11,11,11,11,15,15,17,19,19,,,,,,,,,,,,,51,55,57,59,61,67,67,67,67,69,71,74,74,78,79,79,81,81,84,85,85,86,87,"87,90","87,90","87,90","89,92",93,93,94,94,95,95,97,97,98
SPITOM_HF_6A,8,,,,,,7,7,7,7,9,11,11,11,15,17,17,17,,,,,,,,,,,,,51,55,55,61,67,67,67,67,69,71,74,74,79,81,81,84,85,85,85,87,88,88,88,88,88,89,92,92,94,94,94,95,97,97,98
SPIALB_GR_12A,8,,,,,9,11,11,11,11,11,15,15,17,19,19,19,,,,,,,,,51,51,55,55,57,57,59,64,67,67,67,67,67,67,67,72,72,79,81,81,84,84,85,85,85,87,87,87,87,87,88,"88,92","88,92","89,92","89,92",92,93,95,97,98
VIBCAS_SH_5C,8,,,,,,,9,,9,9,11,11,15,17,19,19,,,,,,,,,,,,,,,,,100,100,101,101,,,,,,,,,,,,,,,,90,90,91,92,94,94,94,94,95,95,97,98,99
SPIALB_GR_5,8,,,,,7,7,9,9,11,11,11,15,15,17,19,19,,,,,,,,51,55,55,57,59,60,60,65,65,69,69,69,67,67,67,69,72,73,74,75,"69,75","67,81","67,88","67,88","67,88","67,88","67,88","67,88","67,88,95","67,88,95","67,88,95","88,95","89,95","89,95","89,95",95,95,95,97,97,98
SPITOM_GR_2C,8,WHERE,,,,7,9,11,11,11,11,11,15,15,17,19,19,,,,,,,,,51,51,51,51,55,55,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPITOM_HF_4,8,,,,,7,9,9,11,11,11,11,11,15,17,19,19,,,,,,,,,,,,51,55,55,57,60,65,65,67,67,67,67,67,72,72,78,79,79,81,85,85,85,86,88,88,89,89,92,93,94,94,95,95,96,96,98,98,99
SPITOM_HF_9A,8,,,,,,,,9,11,11,15,15,17,19,19,19,,,,,,,,,51,51,55,55,59,,,59,59,64,65,67,67,67,67,72,72,77,81,81,81,85,85,86,86,88,88,"88,90","88,90","89,90",92,93,"89,93",93,93,95,95,97,97,98
SPIALB_WM_7B,8,,,,,,9,11,11,11,11,11,15,15,17,17,19,,,,,,,,,,51,51,55,55,55,57,64,67,67,67,71,71,71,74,75,75,77,79,79,82,83,85,85,85,86,88,88,88,"88,90","88,90",91,"88,90","67,89,91","67,89,92",92,93,94,95,96
SPITOM_GR_2D,8,,,,,,9,11,11,11,11,11,15,15,17,17,17,19,,,,,,,,,,,,51,55,57,57,61,65,67,67,67,67,69,71,72,78,79,79,81,81,82,83,83,84,84,86,"86,90","86,90","89,90",94,94,94,94,95,95,97,98,98
SPITOM_GR_2E,8,,,,,,9,11,11,11,11,11,15,15,17,17,17,19,,,,,,,,,,,,51,55,57,57,61,65,67,67,69,71,71,74,74,78,79,79,81,81,82,83,83,86,86,85,85,85,88,"89,90","89,90",94,94,94,94,95,97,98
SPITOM_WM_5,8,,,,,,9,11,,11,1,11,15,15,17,19,19,,,,,,,,,,,,,,55,55,57,64,65,67,67,67,71,71,74,74,78,81,81,84,84,84,84,85,87,88,88,88,88,89,92,92,94,94,95,96,97,98,98
SPIALB_GR_12B,8,,,,,7,9,9,9,11,11,11,15,17,17,19,19,,,,,,,,,51,55,55,59,60,61,62,57,67,67,67,67,67,67,69,72,72,78,81,81,84,84,85,85,85,85,87,88,88,88,88,89,"89,91",94,95,95,95,95,96,98
SPIALB_GR_3,8,,,,,7,7,9,11,11,11,11,15,17,19,19,19,,,,,,,,51,55,55,55,60,61,65,67,67,71,71,71,71,71,72,72,74,75,78,81,83,"69,84",84,84,86,86,87,88,88,88,88,89,"89,92","89,92",94,94,94,94,94,95,97
MYRGAL_SH_2,8,,,,,55-M,60-M,62-M,62-M,65-M,65-M,67,69,11,15,19,19,,,,,,,,,,,,,,,,,,100,100,100,100,"100,100-m","100,100-m","101,100-m",100-m,101-m,,,,,,,,,,90,90,90,90,90,90,92,92,92,92,92,94,97
VIBCAS_GR_12B,8,,,,,,15-DMG,9(LOW DMG),15-D,11,11,11,15,17,19,19,19,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,101,,,,,,,,,,,,,,,,,91,91,91,92,94,94
SPITOM_WM_4B,8,,,,,,7,9,9,11,11,11,11,15,17,19,19,,,,,,,,,,,,51,55,55,57,57,64,65,67,67,67,69,71,74,74,78,81,81,84,84,84,86,86,88,88,88,88,88,"88,90","89,92","89,92",93,94,94,94,94,95,97
